website_session_id,user_id,billing_version,billing_pageview_id,billing_exposure_at,experiment_date,device_type,is_repeat_session,utm_source,utm_campaign,session_cross_exposure_flag,user_cross_group_flag,purchased,order_id,gross_revenue,refund_amount,net_revenue,refunded_order_flag
30040,27499,control,63982,2012-09-29 17:13:54,2012-09-29,desktop,0,gsearch,nonbrand,0,0,1,1081.0,49.99,0.0,49.99,0
30043,27501,treatment,63994,2012-09-29 17:28:15,2012-09-29,desktop,0,bsearch,nonbrand,0,0,1,1082.0,49.99,0.0,49.99,0
30059,27515,treatment,64022,2012-09-29 19:34:29,2012-09-29,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30072,27527,treatment,64049,2012-09-29 22:47:04,2012-09-29,desktop,0,gsearch,nonbrand,0,0,1,1083.0,49.99,0.0,49.99,0
30078,27532,control,64063,2012-09-29 23:56:20,2012-09-29,desktop,0,bsearch,nonbrand,0,0,1,1084.0,49.99,0.0,49.99,0
30094,27547,control,64095,2012-09-30 03:58:57,2012-09-30,desktop,0,gsearch,nonbrand,0,0,1,1085.0,49.99,0.0,49.99,0
30109,27560,control,64130,2012-09-30 10:02:16,2012-09-30,desktop,0,gsearch,nonbrand,0,0,1,1086.0,49.99,0.0,49.99,0
30127,27578,control,64169,2012-09-30 13:34:23,2012-09-30,desktop,0,bsearch,nonbrand,0,0,1,1087.0,49.99,0.0,49.99,0
30133,27584,treatment,64182,2012-09-30 14:27:36,2012-09-30,mobile,0,gsearch,nonbrand,0,0,1,1088.0,49.99,0.0,49.99,0
30158,27605,treatment,64228,2012-09-30 17:59:06,2012-09-30,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30166,27612,treatment,64247,2012-09-30 18:43:48,2012-09-30,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30175,27621,treatment,64266,2012-09-30 20:16:21,2012-09-30,desktop,0,gsearch,nonbrand,0,0,1,1089.0,49.99,0.0,49.99,0
30176,27622,control,64270,2012-09-30 20:21:27,2012-09-30,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30181,27627,treatment,64288,2012-09-30 21:14:20,2012-09-30,mobile,0,gsearch,nonbrand,0,0,1,1090.0,49.99,0.0,49.99,0
30192,27636,treatment,64310,2012-09-30 22:19:35,2012-09-30,desktop,0,gsearch,nonbrand,0,0,1,1091.0,49.99,0.0,49.99,0
30210,27654,treatment,64347,2012-10-01 00:21:46,2012-10-01,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30214,27657,treatment,64357,2012-10-01 01:11:06,2012-10-01,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30228,27671,treatment,64382,2012-10-01 03:10:50,2012-10-01,desktop,0,bsearch,nonbrand,0,0,1,1092.0,49.99,0.0,49.99,0
30234,27677,treatment,64399,2012-10-01 04:41:39,2012-10-01,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30247,27690,treatment,64438,2012-10-01 07:45:37,2012-10-01,desktop,0,bsearch,nonbrand,0,0,1,1093.0,49.99,0.0,49.99,0
30253,27696,treatment,64447,2012-10-01 08:01:35,2012-10-01,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30258,13846,control,64462,2012-10-01 08:37:27,2012-10-01,mobile,1,gsearch,brand,0,0,0,,0.0,0.0,0.0,0
30278,27718,control,64500,2012-10-01 10:02:21,2012-10-01,desktop,0,,,0,0,0,,0.0,0.0,0.0,0
30282,25089,control,64516,2012-10-01 10:31:20,2012-10-01,desktop,1,,,0,0,0,,0.0,0.0,0.0,0
30288,27724,control,64528,2012-10-01 10:48:17,2012-10-01,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30290,27726,control,64541,2012-10-01 10:56:57,2012-10-01,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30322,27757,control,64596,2012-10-01 12:50:57,2012-10-01,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30340,27773,treatment,64629,2012-10-01 13:57:48,2012-10-01,desktop,0,gsearch,nonbrand,0,0,1,1094.0,49.99,0.0,49.99,0
30362,27792,treatment,64669,2012-10-01 15:19:26,2012-10-01,desktop,0,bsearch,nonbrand,0,0,1,1095.0,49.99,0.0,49.99,0
30363,27793,control,64676,2012-10-01 15:26:22,2012-10-01,desktop,0,gsearch,nonbrand,0,0,1,1096.0,49.99,0.0,49.99,0
30369,27799,treatment,64693,2012-10-01 15:57:23,2012-10-01,desktop,0,gsearch,nonbrand,0,0,1,1097.0,49.99,0.0,49.99,0
30377,27807,treatment,64709,2012-10-01 16:24:18,2012-10-01,desktop,0,gsearch,nonbrand,0,0,1,1098.0,49.99,0.0,49.99,0
30390,27819,control,64739,2012-10-01 16:53:09,2012-10-01,desktop,0,gsearch,nonbrand,0,0,1,1099.0,49.99,0.0,49.99,0
30397,27825,control,64758,2012-10-01 17:09:48,2012-10-01,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30404,27832,control,64773,2012-10-01 17:23:08,2012-10-01,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30419,19760,control,64800,2012-10-01 18:59:21,2012-10-01,desktop,1,,,0,0,1,1100.0,49.99,0.0,49.99,0
30466,24069,control,64883,2012-10-01 23:57:17,2012-10-01,desktop,1,bsearch,brand,0,0,1,1101.0,49.99,0.0,49.99,0
30468,27890,treatment,64892,2012-10-02 00:20:00,2012-10-02,desktop,0,gsearch,nonbrand,0,0,1,1102.0,49.99,0.0,49.99,0
30473,27894,control,64905,2012-10-02 01:02:27,2012-10-02,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30524,27942,treatment,65013,2012-10-02 10:21:07,2012-10-02,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30532,27949,treatment,65027,2012-10-02 10:46:53,2012-10-02,desktop,0,gsearch,nonbrand,0,0,1,1103.0,49.99,49.99,0.0,1
30533,27950,control,65037,2012-10-02 10:52:36,2012-10-02,desktop,0,gsearch,nonbrand,0,0,1,1104.0,49.99,0.0,49.99,0
30535,27952,treatment,65041,2012-10-02 10:54:58,2012-10-02,desktop,0,gsearch,nonbrand,0,0,1,1105.0,49.99,0.0,49.99,0
30536,27953,control,65051,2012-10-02 11:08:50,2012-10-02,desktop,0,,,0,0,1,1106.0,49.99,0.0,49.99,0
30549,27966,control,65083,2012-10-02 11:53:28,2012-10-02,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30550,27967,control,65094,2012-10-02 12:03:20,2012-10-02,desktop,0,bsearch,nonbrand,0,0,1,1107.0,49.99,49.99,0.0,1
30565,27981,treatment,65134,2012-10-02 13:05:57,2012-10-02,desktop,0,bsearch,nonbrand,0,0,1,1108.0,49.99,0.0,49.99,0
30594,28006,treatment,65190,2012-10-02 15:00:31,2012-10-02,desktop,0,gsearch,nonbrand,0,0,1,1109.0,49.99,0.0,49.99,0
30597,28009,treatment,65196,2012-10-02 15:03:07,2012-10-02,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30598,28010,treatment,65204,2012-10-02 15:09:15,2012-10-02,desktop,0,gsearch,nonbrand,0,0,1,1110.0,49.99,0.0,49.99,0
30604,28014,control,65217,2012-10-02 15:20:48,2012-10-02,desktop,0,gsearch,nonbrand,0,0,1,1111.0,49.99,0.0,49.99,0
30608,28018,control,65226,2012-10-02 15:31:05,2012-10-02,desktop,0,gsearch,nonbrand,0,0,1,1112.0,49.99,0.0,49.99,0
30617,28027,control,65249,2012-10-02 16:30:50,2012-10-02,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30625,28034,treatment,65265,2012-10-02 16:44:48,2012-10-02,mobile,0,,,0,0,1,1113.0,49.99,0.0,49.99,0
30633,28041,control,65284,2012-10-02 17:04:38,2012-10-02,desktop,0,gsearch,nonbrand,0,0,1,1114.0,49.99,0.0,49.99,0
30634,28042,control,65294,2012-10-02 17:30:36,2012-10-02,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30639,28047,control,65302,2012-10-02 17:49:24,2012-10-02,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30654,28062,control,65329,2012-10-02 18:52:58,2012-10-02,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30659,28067,treatment,65344,2012-10-02 19:25:44,2012-10-02,desktop,0,gsearch,nonbrand,0,0,1,1115.0,49.99,0.0,49.99,0
30673,28081,control,65377,2012-10-02 20:36:06,2012-10-02,desktop,0,gsearch,nonbrand,0,0,1,1116.0,49.99,0.0,49.99,0
30672,28080,control,65378,2012-10-02 20:36:55,2012-10-02,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30677,28084,treatment,65391,2012-10-02 21:01:27,2012-10-02,desktop,0,,,0,0,0,,0.0,0.0,0.0,0
30681,28088,treatment,65400,2012-10-02 21:30:09,2012-10-02,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30690,28097,treatment,65424,2012-10-02 22:39:56,2012-10-02,desktop,0,gsearch,nonbrand,0,0,1,1117.0,49.99,0.0,49.99,0
30694,28100,treatment,65437,2012-10-02 22:57:27,2012-10-02,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30721,28125,treatment,65483,2012-10-03 04:20:00,2012-10-03,desktop,0,gsearch,nonbrand,0,0,1,1118.0,49.99,0.0,49.99,0
30737,28141,treatment,65515,2012-10-03 07:30:09,2012-10-03,desktop,0,bsearch,nonbrand,0,0,1,1119.0,49.99,0.0,49.99,0
30778,28173,control,65594,2012-10-03 11:01:53,2012-10-03,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30793,28184,treatment,65626,2012-10-03 12:14:12,2012-10-03,desktop,0,gsearch,nonbrand,0,0,1,1120.0,49.99,0.0,49.99,0
30799,28187,control,65644,2012-10-03 12:32:20,2012-10-03,desktop,0,gsearch,nonbrand,0,0,1,1121.0,49.99,0.0,49.99,0
30814,11768,treatment,65673,2012-10-03 13:31:25,2012-10-03,desktop,1,,,0,0,1,1122.0,49.99,0.0,49.99,0
30833,28215,treatment,65718,2012-10-03 14:14:49,2012-10-03,desktop,0,gsearch,nonbrand,0,0,1,1123.0,49.99,49.99,0.0,1
30863,11889,control,65782,2012-10-03 15:22:44,2012-10-03,mobile,1,,,0,0,1,1124.0,49.99,0.0,49.99,0
30861,15763,treatment,65785,2012-10-03 15:26:00,2012-10-03,mobile,1,,,0,0,1,1125.0,49.99,0.0,49.99,0
30868,28246,treatment,65809,2012-10-03 15:49:09,2012-10-03,desktop,0,gsearch,nonbrand,0,0,1,1126.0,49.99,0.0,49.99,0
30886,13111,treatment,65837,2012-10-03 16:32:16,2012-10-03,desktop,1,,,0,0,1,1127.0,49.99,0.0,49.99,0
30920,28293,treatment,65899,2012-10-03 18:03:40,2012-10-03,desktop,0,bsearch,nonbrand,0,0,1,1128.0,49.99,0.0,49.99,0
30945,28316,control,65946,2012-10-03 19:57:45,2012-10-03,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30964,28330,control,65986,2012-10-03 21:41:57,2012-10-03,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30978,23241,treatment,66022,2012-10-03 23:21:38,2012-10-03,desktop,1,bsearch,brand,0,0,1,1129.0,49.99,49.99,0.0,1
31006,28368,treatment,66074,2012-10-04 05:25:41,2012-10-04,desktop,0,,,0,0,0,,0.0,0.0,0.0,0
31049,28408,control,66162,2012-10-04 09:36:19,2012-10-04,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31072,28430,treatment,66198,2012-10-04 10:12:20,2012-10-04,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31081,28436,control,66234,2012-10-04 10:58:14,2012-10-04,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31089,28443,control,66249,2012-10-04 11:20:03,2012-10-04,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31098,25315,control,66269,2012-10-04 11:33:53,2012-10-04,desktop,1,,,0,0,1,1130.0,49.99,0.0,49.99,0
31119,28470,control,66315,2012-10-04 12:38:22,2012-10-04,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31135,28485,control,66352,2012-10-04 13:27:59,2012-10-04,desktop,0,gsearch,nonbrand,0,0,1,1131.0,49.99,0.0,49.99,0
31146,28494,control,66384,2012-10-04 14:21:23,2012-10-04,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31173,28517,control,66444,2012-10-04 16:14:24,2012-10-04,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31175,28519,treatment,66452,2012-10-04 16:27:26,2012-10-04,desktop,0,gsearch,nonbrand,0,0,1,1132.0,49.99,0.0,49.99,0
31187,28528,treatment,66486,2012-10-04 17:15:42,2012-10-04,desktop,0,gsearch,nonbrand,0,0,1,1133.0,49.99,0.0,49.99,0
31210,28548,treatment,66533,2012-10-04 18:31:37,2012-10-04,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31232,28566,treatment,66579,2012-10-04 20:02:39,2012-10-04,desktop,0,gsearch,nonbrand,0,0,1,1134.0,49.99,0.0,49.99,0
31238,28572,control,66594,2012-10-04 20:36:35,2012-10-04,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31252,28585,control,66621,2012-10-04 22:07:20,2012-10-04,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31301,22237,treatment,66726,2012-10-05 06:14:37,2012-10-05,desktop,1,,,0,0,1,1135.0,49.99,0.0,49.99,0
31302,28629,control,66729,2012-10-05 06:17:21,2012-10-05,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31305,28632,control,66737,2012-10-05 06:36:53,2012-10-05,desktop,0,gsearch,nonbrand,0,0,1,1136.0,49.99,0.0,49.99,0
31331,28656,control,66798,2012-10-05 09:53:39,2012-10-05,mobile,0,,,0,0,0,,0.0,0.0,0.0,0
31334,22066,control,66805,2012-10-05 09:59:19,2012-10-05,desktop,1,,,0,0,0,,0.0,0.0,0.0,0
31335,28659,treatment,66812,2012-10-05 10:03:33,2012-10-05,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31340,28663,control,66818,2012-10-05 10:10:58,2012-10-05,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31362,28684,treatment,66877,2012-10-05 11:57:18,2012-10-05,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31363,28685,treatment,66879,2012-10-05 11:57:35,2012-10-05,mobile,0,gsearch,nonbrand,0,0,1,1137.0,49.99,0.0,49.99,0
31367,28689,treatment,66891,2012-10-05 12:09:52,2012-10-05,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31364,28686,treatment,66897,2012-10-05 12:12:21,2012-10-05,desktop,0,gsearch,nonbrand,0,0,1,1138.0,49.99,0.0,49.99,0
31370,28691,control,66905,2012-10-05 12:22:35,2012-10-05,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31375,28696,control,66918,2012-10-05 12:34:24,2012-10-05,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31400,28720,control,66970,2012-10-05 14:17:23,2012-10-05,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31402,28721,treatment,66974,2012-10-05 14:21:31,2012-10-05,desktop,0,gsearch,nonbrand,0,1,1,1139.0,49.99,0.0,49.99,0
31418,15924,control,67001,2012-10-05 14:53:50,2012-10-05,mobile,1,,,0,0,1,1140.0,49.99,0.0,49.99,0
31430,26295,control,67027,2012-10-05 15:32:05,2012-10-05,desktop,1,,,0,0,1,1141.0,49.99,0.0,49.99,0
31435,19005,control,67039,2012-10-05 15:53:49,2012-10-05,desktop,1,,,0,0,0,,0.0,0.0,0.0,0
31437,28746,control,67054,2012-10-05 16:08:43,2012-10-05,desktop,0,bsearch,nonbrand,0,0,1,1142.0,49.99,0.0,49.99,0
31448,28757,control,67074,2012-10-05 16:51:45,2012-10-05,desktop,0,bsearch,nonbrand,0,0,1,1143.0,49.99,0.0,49.99,0
31456,28763,treatment,67095,2012-10-05 17:30:15,2012-10-05,desktop,0,gsearch,nonbrand,0,0,1,1144.0,49.99,0.0,49.99,0
31467,28774,control,67116,2012-10-05 18:07:46,2012-10-05,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31528,28829,control,67245,2012-10-06 03:33:58,2012-10-06,mobile,0,gsearch,nonbrand,0,0,1,1145.0,49.99,49.99,0.0,1
31534,28835,treatment,67258,2012-10-06 05:23:18,2012-10-06,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31583,28882,treatment,67347,2012-10-06 13:27:58,2012-10-06,desktop,0,gsearch,nonbrand,0,0,1,1146.0,49.99,0.0,49.99,0
31593,28892,treatment,67376,2012-10-06 14:55:26,2012-10-06,mobile,0,gsearch,nonbrand,0,0,1,1147.0,49.99,0.0,49.99,0
31602,28900,treatment,67394,2012-10-06 16:22:45,2012-10-06,desktop,0,,,0,0,0,,0.0,0.0,0.0,0
31604,20301,treatment,67401,2012-10-06 16:33:57,2012-10-06,desktop,1,,,0,0,0,,0.0,0.0,0.0,0
31609,28905,control,67414,2012-10-06 18:15:27,2012-10-06,desktop,0,gsearch,nonbrand,0,0,1,1148.0,49.99,0.0,49.99,0
31611,28907,treatment,67422,2012-10-06 18:38:43,2012-10-06,desktop,0,gsearch,nonbrand,0,0,1,1149.0,49.99,0.0,49.99,0
31616,28911,control,67436,2012-10-06 20:37:11,2012-10-06,desktop,0,gsearch,nonbrand,0,0,1,1150.0,49.99,0.0,49.99,0
31624,25906,control,67453,2012-10-06 22:05:13,2012-10-06,desktop,1,,,0,0,0,,0.0,0.0,0.0,0
31627,28919,treatment,67464,2012-10-06 22:36:06,2012-10-06,desktop,0,bsearch,nonbrand,0,0,1,1151.0,49.99,0.0,49.99,0
31635,28924,control,67479,2012-10-07 00:20:01,2012-10-07,desktop,0,,,0,0,0,,0.0,0.0,0.0,0
31652,20457,treatment,67521,2012-10-07 05:59:03,2012-10-07,desktop,1,,,0,0,1,1152.0,49.99,0.0,49.99,0
31659,22162,treatment,67535,2012-10-07 08:33:17,2012-10-07,desktop,1,,,0,0,1,1153.0,49.99,0.0,49.99,0
31671,28956,treatment,67559,2012-10-07 12:29:50,2012-10-07,mobile,0,gsearch,nonbrand,0,0,1,1154.0,49.99,0.0,49.99,0
31692,28976,control,67597,2012-10-07 16:28:01,2012-10-07,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31730,29006,control,67667,2012-10-07 22:48:42,2012-10-07,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31757,29031,control,67729,2012-10-08 03:31:36,2012-10-08,desktop,0,gsearch,nonbrand,0,1,1,1155.0,49.99,0.0,49.99,0
31758,29032,control,67731,2012-10-08 03:32:33,2012-10-08,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31773,29045,treatment,67761,2012-10-08 05:59:52,2012-10-08,desktop,0,gsearch,nonbrand,0,0,1,1156.0,49.99,0.0,49.99,0
31777,29049,control,67770,2012-10-08 06:29:44,2012-10-08,desktop,0,gsearch,nonbrand,0,0,1,1157.0,49.99,0.0,49.99,0
31779,29051,control,67781,2012-10-08 07:04:49,2012-10-08,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31807,29077,control,67826,2012-10-08 10:02:30,2012-10-08,desktop,0,gsearch,nonbrand,0,0,1,1158.0,49.99,0.0,49.99,0
31810,29080,treatment,67833,2012-10-08 10:12:49,2012-10-08,desktop,0,bsearch,nonbrand,0,0,1,1159.0,49.99,0.0,49.99,0
31812,29082,control,67843,2012-10-08 10:28:30,2012-10-08,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31825,29095,treatment,67875,2012-10-08 11:15:01,2012-10-08,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31834,29103,treatment,67885,2012-10-08 11:30:42,2012-10-08,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31872,29136,treatment,67962,2012-10-08 13:45:29,2012-10-08,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31883,29146,treatment,67981,2012-10-08 14:20:25,2012-10-08,desktop,0,gsearch,nonbrand,0,0,1,1160.0,49.99,0.0,49.99,0
31889,29150,control,68001,2012-10-08 14:38:16,2012-10-08,desktop,0,gsearch,nonbrand,0,0,1,1161.0,49.99,0.0,49.99,0
31890,29151,treatment,68007,2012-10-08 14:44:21,2012-10-08,desktop,0,gsearch,nonbrand,0,0,1,1162.0,49.99,0.0,49.99,0
31891,29152,control,68011,2012-10-08 14:47:45,2012-10-08,desktop,0,bsearch,nonbrand,0,0,1,1163.0,49.99,0.0,49.99,0
31898,27997,treatment,68024,2012-10-08 15:03:43,2012-10-08,desktop,1,,,0,0,0,,0.0,0.0,0.0,0
31909,13303,treatment,68055,2012-10-08 15:32:13,2012-10-08,mobile,1,,,0,0,1,1164.0,49.99,0.0,49.99,0
31919,29175,treatment,68075,2012-10-08 15:59:37,2012-10-08,desktop,0,bsearch,nonbrand,0,0,1,1165.0,49.99,0.0,49.99,0
31922,29178,treatment,68083,2012-10-08 16:09:46,2012-10-08,desktop,0,gsearch,nonbrand,0,0,1,1166.0,49.99,0.0,49.99,0
31933,29186,control,68111,2012-10-08 16:56:27,2012-10-08,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31936,29189,control,68117,2012-10-08 17:03:18,2012-10-08,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
31960,21507,control,68164,2012-10-08 18:16:06,2012-10-08,desktop,1,bsearch,brand,0,0,0,,0.0,0.0,0.0,0
31992,29240,treatment,68222,2012-10-08 20:32:15,2012-10-08,desktop,0,gsearch,nonbrand,0,0,1,1167.0,49.99,49.99,0.0,1
32014,24433,treatment,68264,2012-10-08 23:06:39,2012-10-08,desktop,1,,,0,1,0,,0.0,0.0,0.0,0
32018,29263,control,68279,2012-10-08 23:58:24,2012-10-08,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
32024,26643,control,68290,2012-10-09 01:20:20,2012-10-09,desktop,1,,,0,0,0,,0.0,0.0,0.0,0
32025,29269,control,68296,2012-10-09 01:32:37,2012-10-09,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
32034,29276,treatment,68319,2012-10-09 03:03:46,2012-10-09,desktop,0,gsearch,nonbrand,0,0,1,1168.0,49.99,0.0,49.99,0
32041,29282,treatment,68334,2012-10-09 05:40:36,2012-10-09,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
32053,22036,treatment,68369,2012-10-09 07:29:47,2012-10-09,desktop,1,gsearch,brand,0,0,0,,0.0,0.0,0.0,0
32065,29302,control,68394,2012-10-09 08:28:18,2012-10-09,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
32104,26800,control,68471,2012-10-09 11:03:43,2012-10-09,desktop,1,,,0,0,0,,0.0,0.0,0.0,0
32126,29353,treatment,68527,2012-10-09 12:26:55,2012-10-09,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
32128,29355,control,68532,2012-10-09 12:28:32,2012-10-09,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
32135,29361,control,68548,2012-10-09 12:48:39,2012-10-09,desktop,0,gsearch,nonbrand,0,0,1,1169.0,49.99,0.0,49.99,0
32146,29370,treatment,68572,2012-10-09 13:29:26,2012-10-09,desktop,0,gsearch,nonbrand,0,0,1,1170.0,49.99,0.0,49.99,0
32150,19738,treatment,68598,2012-10-09 13:46:36,2012-10-09,mobile,1,,,0,0,1,1171.0,49.99,0.0,49.99,0
32161,29383,treatment,68614,2012-10-09 13:53:52,2012-10-09,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
32163,29385,treatment,68626,2012-10-09 14:02:28,2012-10-09,desktop,0,gsearch,nonbrand,0,0,1,1172.0,49.99,0.0,49.99,0
32180,23586,control,68657,2012-10-09 14:49:28,2012-10-09,desktop,1,gsearch,brand,0,0,1,1173.0,49.99,0.0,49.99,0
32193,29410,treatment,68688,2012-10-09 15:21:25,2012-10-09,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
32208,29421,control,68726,2012-10-09 16:15:05,2012-10-09,desktop,0,gsearch,nonbrand,0,0,1,1174.0,49.99,0.0,49.99,0
32229,29440,control,68772,2012-10-09 17:05:13,2012-10-09,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
32244,29454,control,68809,2012-10-09 18:06:04,2012-10-09,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
32270,29475,treatment,68871,2012-10-09 20:02:15,2012-10-09,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
32278,28721,control,68891,2012-10-09 20:29:14,2012-10-09,desktop,1,gsearch,brand,0,1,1,1175.0,49.99,0.0,49.99,0
32316,19709,treatment,68961,2012-10-10 01:26:35,2012-10-10,desktop,1,,,0,0,1,1176.0,49.99,0.0,49.99,0
32329,29526,treatment,68993,2012-10-10 03:52:14,2012-10-10,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
32332,29528,control,69004,2012-10-10 04:11:11,2012-10-10,desktop,0,gsearch,nonbrand,0,0,1,1177.0,49.99,0.0,49.99,0
32376,29569,treatment,69111,2012-10-10 09:53:13,2012-10-10,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
32381,18843,control,69122,2012-10-10 09:57:25,2012-10-10,mobile,1,gsearch,brand,0,0,1,1178.0,49.99,0.0,49.99,0
32383,29575,treatment,69138,2012-10-10 10:05:25,2012-10-10,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
32388,19064,control,69144,2012-10-10 10:14:13,2012-10-10,desktop,1,,,0,0,0,,0.0,0.0,0.0,0
32400,27224,treatment,69170,2012-10-10 10:58:57,2012-10-10,desktop,1,gsearch,brand,0,0,1,1179.0,49.99,0.0,49.99,0
32404,29592,treatment,69186,2012-10-10 11:09:47,2012-10-10,desktop,0,bsearch,nonbrand,0,0,1,1180.0,49.99,0.0,49.99,0
32422,21925,treatment,69228,2012-10-10 11:56:37,2012-10-10,desktop,1,,,0,0,1,1181.0,49.99,0.0,49.99,0
32440,29624,control,69253,2012-10-10 12:25:21,2012-10-10,desktop,0,gsearch,nonbrand,0,0,1,1182.0,49.99,0.0,49.99,0
32442,29626,control,69264,2012-10-10 12:47:46,2012-10-10,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
32471,29653,control,69323,2012-10-10 14:34:00,2012-10-10,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
32472,17017,treatment,69338,2012-10-10 14:42:52,2012-10-10,mobile,1,,,0,0,0,,0.0,0.0,0.0,0
32473,17389,treatment,69341,2012-10-10 14:43:48,2012-10-10,desktop,1,,,0,0,1,1183.0,49.99,0.0,49.99,0
32493,29669,control,69367,2012-10-10 15:22:21,2012-10-10,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
